ПО/не ПО,Код (Соответствие),Комментарий,Версия продукта (Соответствие)
не ПО,SiriDialogEngine,framework,
не ПО,SiriEmergencyIntents,framework,1.0
не ПО,SiriEmergencyIntents,framework,
не ПО,SiriFindMy,framework,1.0
не ПО,SiriFindMy,framework,
не ПО,SiriFindMyUI,framework,
не ПО,SiriFindMyUIPlugin,исполняемый файл Unix,1.0
не ПО,SiriFindMyUIPlugin,исполняемый файл Unix,
не ПО,SiriFlowEnvironment,framework,1.0
не ПО,SiriFlowEnvironment,framework,
не ПО,SiriFoundation,framework,
не ПО,SiriGeo,framework,1.0
не ПО,SiriGeo,framework,
непонятно,SiriGlobalReranker,,1.0
не ПО,SiriInCall,framework,1.0
не ПО,SiriInCall,framework,
не ПО,SiriInference,framework,1.0
не ПО,SiriInference,framework,
не ПО,siriinference-dodml-plugin,исполняемый файл Unix,1.0
не ПО,siriinference-dodml-plugin,исполняемый файл Unix,
не ПО,SiriInferenceFlow,framework,1.0
не ПО,SiriInferenceFlow,framework,
не ПО,SiriInferenceIntents,framework,1.0
не ПО,SiriInferenceIntents,framework,
не ПО,SiriInformationSearch,framework,1.0
не ПО,SiriInformationSearch,framework,
не ПО,SiriInformationSuggestionsPlugin,пакет,1.0
не ПО,SiriInformationSuggestionsPlugin,пакет,
не ПО,SiriInformationTypes,framework,1.0
не ПО,SiriInformationTypes,framework,
не ПО,SiriIntentEvents,framework,1.0
не ПО,SiriIntentEvents,framework,
не ПО,SiriKitFlow,framework,
не ПО,SiriKitInvocation,framework,1.0
не ПО,SiriKitInvocation,framework,
не ПО,SiriKitRuntime,framework,1.0
не ПО,SiriKitRuntime,framework,
не ПО,SiriLinkDataTools,framework,1.0
не ПО,SiriLinkDataTools,framework,
не ПО,SiriLinkFlowPlugin,пакет,1.0
не ПО,SiriLinkFlowPlugin,пакет,
не ПО,SiriLinkSuggestionsPlugin,пакет,1.0
не ПО,SiriLinkSuggestionsPlugin,пакет,
не ПО,SiriLinkUIPlugin,пакет,1.0
не ПО,SiriLinkUIPlugin,пакет,
не ПО,Sirilnference,framework,
не ПО,Sirilnstrumentation,framework,
непонятно,SiriMemoryClient,,1.0
непонятно,SiriMemoryCore,,1.0
непонятно,SiriMemoryService,,1.0
не ПО,SiriMemoryTypes,framework,1.0
не ПО,SiriMemoryTypes,framework,
не ПО,SiriMessageBus,framework,1.0
не ПО,SiriMessageBus,framework,
не ПО,SiriMessagesSettings,пакет,1.0
не ПО,SiriMessagesSettings,пакет,
не ПО,SiriMessagesSuggestions,пакет,1.0
не ПО,SiriMessagesSuggestions,пакет,
не ПО,SiriNaturalLanguageGeneration,framework,1.0
не ПО,SiriNaturalLanguageGeneration,framework,
не ПО,SiriNaturalLanguageParsing,framework,1.0
не ПО,SiriNaturalLanguageParsing,framework,
не ПО,SiriNLUTypes,framework,1.0
не ПО,SiriNLUTypes,framework,
не ПО,SiriNotebook,framework,1.0
не ПО,SiriNotebook,framework,
не ПО,SiriNotificationsIntents,framework,1.0
не ПО,SiriNotificationsIntents,framework,
не ПО,SiriObservation,framework,1.0
не ПО,SiriObservation,framework,
не ПО,SiriOntology,framework,
не ПО,SiriOntologyProtobuf,framework,
не ПО,SiriPlaybackControlIntents,framework,1.0
не ПО,SiriPlaybackControlIntents,framework,
не ПО,SiriPlaybackControlSupport,framework,1.0
не ПО,SiriPlaybackControlSupport,framework,
не ПО,SiriPowerInstrumentation,framework,1
не ПО,SiriPowerInstrumentation,framework,
не ПО,SiriPrivateLearningAnalytics,framework,1.0
не ПО,SiriPrivateLearningAnalytics,framework,
не ПО,SiriPrivateLearningInference,framework,1.0
не ПО,SiriPrivateLearningInference,framework,
не ПО,SiriPrivateLearningInferencePlugin,пакет,1.0
не ПО,SiriPrivateLearningInferencePlugin,пакет,
не ПО,SiriPrivateLearningLogging,framework,1.0
не ПО,SiriPrivateLearningLogging,framework,
не ПО,SiriPrivateLearningPatternExtractionPlugin,пакет,1.0
не ПО,SiriPrivateLearningPatternExtractionPlugin,пакет,
не ПО,SiriPrivateLearningTTSMispronunciationPlugin,пакет,1.0
не ПО,SiriPrivateLearningTTSMispronunciationPlugin,пакет,
не ПО,SiriReferenceResolution,framework,1.0
не ПО,SiriReferenceResolution,framework,
не ПО,SiriReferenceResolutionDataModel,framework,1
не ПО,SiriReferenceResolutionDataModel,framework,
не ПО,SiriReferenceResolutionMetricsPlugin,пакет,1.0
не ПО,SiriReferenceResolutionMetricsPlugin,пакет,
не ПО,SiriReferenceResolver,framework,1.0
не ПО,SiriReferenceResolver,framework,
не ПО,SiriRemembers,framework,1.0
не ПО,SiriRemembers,framework,
не ПО,SiriRequestDispatcher,framework,1.0
не ПО,SiriRequestDispatcher,framework,
не ПО,SiriSettingsIntents,framework,1.0
не ПО,SiriSettingsIntents,framework,
не ПО,SiriSettingsSuggestionsPlugin,пакет,1.0
не ПО,SiriSettingsSuggestionsPlugin,пакет,
не ПО,SiriSetup,framework,1.0
не ПО,SiriSetup,framework,
не ПО,SiriSharedUI,framework,1.0
не ПО,SiriSharedUI,framework,
не ПО,SiriSignals,framework,1.0
не ПО,SiriSignals,framework,
не ПО,SiriSocialConversation,framework,1.0
не ПО,SiriSocialConversation,framework,
не ПО,SiriSocialConversationSuggestionsPlugin,пакет,1.0
не ПО,SiriSocialConversationSuggestionsPlugin,пакет,
не ПО,SiriSpeechSynthesis,framework,1.0
не ПО,SiriSpeechSynthesis,framework,
не ПО,SiriSuggestions,framework,1.0
не ПО,SiriSuggestions,framework,
не ПО,SiriSuggestionsAPI,framework,1.0
не ПО,SiriSuggestionsAPI,framework,
не ПО,SiriSuggestionsFlowPlugin,пакет,1.0
не ПО,SiriSuggestionsFlowPlugin,пакет,
не ПО,SiriSuggestionsInferenceBridge,пакет,1.0
не ПО,SiriSuggestionsInferenceBridge,пакет,
не ПО,SiriSuggestionsKit,framework,1.0
не ПО,SiriSuggestionsKit,framework,
не ПО,SiriSuggestionsSupport,framework,1.0
не ПО,SiriSuggestionsSupport,framework,
не ПО,SiriTaskEngagement,framework,1.0
не ПО,SiriTaskEngagement,framework,
не ПО,SiriTasks,framework,
не ПО,SiriTimeInternal,framework,1.0
не ПО,SiriTimeInternal,framework,
не ПО,SiriTimeSuggestionsPlugin,пакет,1.0
не ПО,SiriTimeSuggestionsPlugin,пакет,
не ПО,SiriTranslationIntents,framework,1.0
не ПО,SiriTranslationIntents,framework,
не ПО,SiriTTS,framework,
не ПО,SiriTTSService,framework,1.0
не ПО,SiriTTSService,framework,
не ПО,SiriUI,framework,
не ПО,SiriUICore,framework,1.0
не ПО,SiriUICore,framework,
не ПО,SiriUIFoundation,framework,1.0
не ПО,SiriUIFoundation,framework,
не ПО,SiriUtilities,framework,1.0
не ПО,SiriUtilities,framework,
не ПО,SiriVideoDESPlugin,плагин,1.0
не ПО,SiriVideoIntents,framework,1.0
не ПО,SiriVideoIntents,framework,
непонятно,SiriVideoSignalsDESPlugin,,1.0
не ПО,SiriVideoUIPlugin,пакет,1.0
не ПО,SiriVideoUIPlugin,пакет,
не ПО,SiriVirtualDeviceResolution,framework,1.0
не ПО,SiriVirtualDeviceResolution,framework,
не ПО,SiriVOX,framework,
не ПО,SiriWellnessIntents,framework,1.0
не ПО,SiriWellnessIntents,framework,
непонятно,sisyphus-mirror,,0.8.5-alt1
не ПО,sisyphus-updates,файл обновления,0.1-alt7.1
ПО,Sketch,,70.6
ПО,Sketch,,53.2
ПО,Sketch,,64
ПО,Sketch,,68
ПО,Sketch Rendering Engine,,22.0.0 v1 RUS (3009)
ПО,SketchBook,,8.7.0
ПО,SketchUp,,19.3
непонятно,SketchUp In-Out,,22.0.0 v1 RUS (3009)
ПО,Skim,,1.6.16
ПО,Skitch,,2.9
не ПО,SkyLight,framework,
ПО,Skype,,8.59
ПО,Skype,,8.61
ПО,Skype,,8.75
ПО,Skype,,8.83
ПО,Skype,,8.60
ПО,Skype,,8.63
ПО,Skype,,8.67
ПО,Skype,,8.69
ПО,Skype,,8.78
ПО,Skype,,8.79
ПО,Skype,,8.82
ПО,Skype,,8.93
ПО,Skype,,8.41
ПО,Skype,,8.55
ПО,Skype,,8.58
ПО,Skype,,8.64
ПО,Skype,,8.65
ПО,Skype,,8.66
ПО,Skype,,8.68
ПО,Skype,,8.71
ПО,Skype,,8.73
ПО,Skype,,8.74
ПО,Skype,,8.80
ПО,Skype,,8.94
ПО,Skype,,8.95
ПО,Skype for Business,,16.29.78
ПО,Skype for Business,,16.28.130
ПО,Skype for Business,,16.29.95
ПО,Skype for Business,,16.29.72
ПО,Skype for Business,,16.29.57
ПО,Skype for Business,,16.28.142
ПО,Skype for Business,,16.29.86
ПО,Sleep Control Center,,2.21
не ПО,SleepHealthUI,framework,1.0
не ПО,SleepHealthUI,framework,
не ПО,Slideshows,framework,
ПО,Smart JSON Editor,,1.4.5
ПО,Smart Switch,,4.3.1.21022_5
ПО,SmartGit,,21.1.3
ПО,SmartGit,,20.1.1
ПО,SmartGit,,22.1.4
ПО,SmartGit,,22.1.5
ПО,SmartGit,,20.1.4
ПО,SmartGit,,20.2.2
ПО,SmartGit,,21.1.1
ПО,SmartGit,,21.2.4
не ПО,SMARTLib,модуль,
не ПО,SmartReplies,framework,1.0
не ПО,SmartReplies,framework,
не ПО,SMBCIient,framework,
не ПО,SMBCIientEngine,framework,
не ПО,smbfs,расширение ядра,
не ПО,SMCMotionSensor,расширение ядра,
ПО,Smooze Pro,,2.0.19
ПО,Snagit,,2020.1.0
ПО,Snagit,,2020.2.0
ПО,Snagit,,2020.2.5
ПО,snapd,,2.55.5+20.04
не ПО,snatmap,framework,
не ПО,SnippetCommands,framework,1.0
не ПО,SnippetCommands,framework,
не ПО,SnippetKit,framework,1.0
не ПО,SnippetKit,framework,
не ПО,SnippetUI,framework,1.0
не ПО,SnippetUI,framework,
ПО,SoapUI-5.5.0,,5.5.0
ПО,SoapUI-5.6.0,,5.6.0
ПО,SoapUI-5.7.0,,5.7.0
не ПО,Social,framework,
не ПО,SocialAppsCore,framework,
не ПО,SocialConversationFlowDelegatePlugin,пакет,1.0
не ПО,SocialConversationFlowDelegatePlugin,пакет,
не ПО,SocialLayer,framework,1.0
не ПО,SocialLayer,framework,
не ПО,SocialServices,framework,
не ПО,SocialUI,framework,
не ПО,SoftLinking,framework,1.0
не ПО,SoftLinking,framework,
не ПО,SoftRAID,расширение ядра,
непонятно,software-properties-gtk,,0.99.9.11
не ПО,SoftwareUpdate,framework,
не ПО,SoftwareUpdateCore,framework,1.0
не ПО,SoftwareUpdateCore,framework,
не ПО,SoftwareUpdateCoreConnect,framework,1.0
не ПО,SoftwareUpdateCoreConnect,framework,
не ПО,SoftwareUpdateCoreSupport,framework,1.0
не ПО,SoftwareUpdateCoreSupport,framework,
не ПО,SoftwareUpdateMacController,framework,1.0
не ПО,SoftwareUpdateMacController,framework,
не ПО,SoundAnalysis,framework,
ПО,Sourcetree,,4.1.6
ПО,Sourcetree,,4.2.1
ПО,Sourcetree,,4.1.5
ПО,Sourcetree,,3.2.1
ПО,Sourcetree,,4.0.1
ПО,Sourcetree,,4.1.3
не ПО,SpacesUpdater,пакет,
не ПО,Spanish,языковой файл,1.1
не ПО,Spanish - English,языковой файл,1.1
не ПО,SpanMatcher,framework,
не ПО,SpatialGesturesResources,пакет,1.0
не ПО,SpatialGesturesResources,пакет,
не ПО,SpeakerRecognition,framework,1.0
не ПО,SpeakerRecognition,framework,
ПО,Spectacle,,1.2
не ПО,Speech,framework,
не ПО,SpeechDetector,framework,1.0
не ПО,SpeechDetector,framework,
не ПО,SpeechDictionary,framework,
не ПО,SpeechObjects,framework,
не ПО,SpeechRecognition,framework,
не ПО,SpeechRecognitionCommandServices,framework,
не ПО,SpeechRecognitionCore,framework,
не ПО,SpeechSynthesis,framework,
ПО,Speed Test,,3.01
ПО,Speedtest,,1.27
ПО,Speedtest,,1.21
ПО,Speedtest,,1.25
непонятно,Spell Check,,22.0.0 v1 RUS (3009)
не ПО,SPFinder,framework,
не ПО,SportsKit,framework,2.0.0
не ПО,SportsKit,framework,
ПО,Spotify,,1.1.60.672.g6ad9c215
ПО,Spotify,,1.2.3.1115.gd61a8f5c
не ПО,Spotlight,framework,
не ПО,SpotlightDaemon,framework,
не ПО,SpotlightFoundation,framework,1.0
не ПО,SpotlightFoundation,framework,
непонятно,SpotlightIndexUtilities,,1.0
не ПО,SpotlightLinguistics,framework,1.0
не ПО,SpotlightLinguistics,framework,
не ПО,Spotlightlndex,framework,
не ПО,SpotlightReceiver,framework,
не ПО,SpotlightServerKit,framework,
не ПО,SpotlightServices,framework,
не ПО,SpotlightUIShared,framework,1.0
не ПО,SpotlightUIShared,framework,
не ПО,SPOwner,framework,
не ПО,SpriteKit,framework,
не ПО,SpriteKit_Swiftill,framework,
не ПО,SpriteKiteSwiftUI,framework,
не ПО,SPShared,framework,
не ПО,SPSupport,framework,
ПО,SpyderUtility,,2.2
ПО,SpyderXElite,,5.8
ПО,SpyderXEliteMQA,,5.8
ПО,SQL Server Standard Edition,,13.3.6300.2
непонятно,ssh-askpass-gnome,,1:8.2p1-4ubuntu0.7
не ПО,SSMLServices,framework,1.0
не ПО,SSMLServices,framework,
не ПО,STAEAExtractionPlugin,пакет,1.0
не ПО,STAEAExtractionPlugin,пакет,
не ПО,StageManagerEducation,нативное приложение,1.0
не ПО,StageManagerEducation,нативное приложение,
не ПО,Standard Multiplugin,плагин,22.5.0
ПО,StarCraft,,1.23.10.11504
ПО,StarCraft II,,1.18.5.3107
ПО,StarCraft II Editor,,5.0.11 (90136)
ПО,StarCraft Launcher,,1.18.5.3107
непонятно,startlazarus,,0.1
непонятно,Startup,,22.0.0 v1 RUS (3009)
непонятно,startup,,0.9.9.14-alt1
не ПО,StartupDisk,расширение программ и систем,1.0
не ПО,StartupDisk,расширение программ и систем,
ПО,StarUML,,5.0.1
ПО,StarUML,,4.1.6
ПО,Stats,,2.9.2
не ПО,StatusKit,framework,1.0
не ПО,StatusKit,framework,
не ПО,StatusKitAgentCore,framework,1.0
не ПО,StatusKitAgentCore,framework,
ПО,Steam,,4.0
непонятно,STL In-Out,,22.0.0 v1 RUS (3009)
непонятно,stmpclean,,0.3-alt5
не ПО,Stocks,framework,
не ПО,StocksAnalytics,framework,
не ПО,StocksAppKit,framework,5.2.1
не ПО,StocksAppKit,framework,5.3
не ПО,StocksAppKit,framework,4.3.2
не ПО,StocksAppKit,framework,5.3.1
не ПО,StocksAppKit,framework,
не ПО,StocksCore,framework,
не ПО,StocksDataclassOwner,пакет,
не ПО,StocksKit,framework,1.0
не ПО,StocksKit,framework,
не ПО,Stockslll,framework,
ПО,Stoplight Studio,,2.8.0-stable.7145.git-d6b6ed0
ПО,Stoplight Studio,,2.8.1-stable.7959.git-777e356
не ПО,Storage,расширение программ и систем,1.0
не ПО,Storage,расширение программ и систем,
не ПО,StorageKit,framework,
не ПО,StorageManagement,framework,
не ПО,StorageManagementService,framework,1
не ПО,StorageManagementService,framework,
не ПО,StoreDynamicUIPlugin,пакет,1.0
не ПО,StoreDynamicUIPlugin,пакет,
не ПО,StoreFoundation,framework,
не ПО,StoreJavaScript,framework,
не ПО,StoreKit,framework,
не ПО,StoreKit_SwiftUI,framework,
не ПО,StoreKitMacHelper,framework,1.0
не ПО,StoreKitMacHelper,framework,
не ПО,StoreKitUIMac,framework,1.0
не ПО,StoreKitUIMac,framework,
не ПО,StoreServices,framework,
не ПО,StoreUI,framework,
ПО,Stream Deck,,6.3.0
не ПО,StreamingExtractor,framework,1.0
не ПО,StreamingExtractor,framework,
не ПО,StreamingZip,framework,
не ПО,StrokeAnimation,framework,1.0
не ПО,StrokeAnimation,framework,
ПО,Strongbox,,1.58.16
не ПО,STSXPCHelperClient,framework,1.0
не ПО,STSXPCHelperClient,framework,
ПО,Studio 3T,,2019.4.1
ПО,StuffIt Expander,,16.2
непонятно,su,,0.60-alt36
ПО,Sublime Merge,,Build 2077
ПО,Sublime Merge,,Build 2083
ПО,Sublime Text,,Build 3211
ПО,Sublime Text,,Build 4143
ПО,Sublime Text,,Build 4126
ПО,Sublime Text,,Build 4113
ПО,Sublime Text,,Build 4107
ПО,Sublime Text,,Build 3207
ПО,Sublime Text,,Build 4121
не ПО,Suggestions,framework,
не ПО,SuggestionsSpotlightMetrics,framework,
ПО,Sunset Code,,1.6.2
не ПО,SUOSUPreferencePaneExtension,расширение программ и систем,1.0
не ПО,SUOSUPreferencePaneExtension,расширение программ и систем,
ПО,Surfshark,,4.5.1
не ПО,Swedish,языковой файл,1.1
не ПО,SwiftNN,framework,1.0
не ПО,SwiftNN,framework,
не ПО,SwiftUI,framework,
непонятно,switcheroo-control,,2.1-1
не ПО,Symbolication,framework,
не ПО,SymptomAnalytics,framework,
не ПО,SymptomDiagnosticReporter,framework,
не ПО,SymptomEvaluator,framework,
не ПО,SymptomNetworkUsage,framework,
не ПО,SymptomPresentationFeed,framework,
не ПО,SymptomPresentationLite,framework,
не ПО,SymptomReporter,framework,
не ПО,Symptoms,framework,
не ПО,Synapse,framework,1.0
не ПО,Synapse,framework,
не ПО,SyncedDefaults,framework,
не ПО,SyncedDefaultsAccountNotificationPlugin,пакет,
не ПО,SyncedModels,framework,1.0
не ПО,SyncedModels,framework,
ПО,Syncro SVN Client,,23.0
ПО,Syncro SVN Client,,24.0
ПО,Syncro SVN Client,,22.0
не ПО,SyncServices,framework,
не ПО,SyncServiceslIl,framework,
не ПО,SyncServicesUI,framework,
ПО,Syntax Highlight,,2.1.11
не ПО,System,framework,
не ПО,System Settings,нативное приложение,15.0
не ПО,System Settings,нативное приложение,
не ПО,SystemAdministration,framework,
не ПО,SystemAdministrationlnterface,framework,
не ПО,SystemConfiguration,framework,
не ПО,SystemDesktopAppearance,framework,
не ПО,SystemExtensions,framework,
не ПО,SystemMigration,framework,
не ПО,SystemMigration_SDKHeaders,framework,5067
не ПО,SystemMigration_SDKHeaders,framework,5215
не ПО,SystemMigration_SDKHeaders,framework,5300.121.1
не ПО,SystemMigration_SDKHeaders,framework,
не ПО,SystemMigrationNetworking,framework,
не ПО,SystemMigrationPlugin,пакет,
не ПО,SystemMigrationUtils,framework,
не ПО,SystemPlugin,пакет,1
не ПО,SystemPlugin,пакет,
не ПО,SystemPolicy,framework,
не ПО,SystemPolicyEvents,модуль,
не ПО,SystemStatus,framework,1.0
не ПО,SystemStatus,framework,
не ПО,SystemStatusServer,framework,1.0
не ПО,SystemStatusServer,framework,
не ПО,SystemStatusUI,framework,1.0
не ПО,SystemStatusUI,framework,
не ПО,SystemUIPIugin,framework,
не ПО,SystemWake,framework,1.0
не ПО,SystemWake,framework,
непонятно,t1utils,,1.41-3
не ПО,T818,исполняемый файл Unix,1.0
не ПО,T818,исполняемый файл Unix,
ПО,Tabby,,1.0.164
ПО,Tabby,,1.0.184
ПО,Tabby,,1.0.197
ПО,Tableau,,2021.3.1
ПО,Tableau Reader,,2021.4.3
ПО,TablePlus,,5.3.6
ПО,TabletDriver,,6.3.41f2
ПО,TabletDriver,,6.3.44f2
ПО,TabletDriver,,6.4.0f6
ПО,TabletDriver,,6.3.44f1
ПО,TabletDriver,,6.4.0f9
ПО,TabletDriver,,6.4.1f2
не ПО,TabularData,framework,1.0
не ПО,TabularData,framework,
не ПО,TailspinSymbolication,framework,1.0
не ПО,TailspinSymbolication,framework,
ПО,Tayasui Sketches,,6.4
непонятно,tcb-utils,,1.2-alt1
не ПО,TCC,framework,
не ПО,Tcl,framework,
непонятно,tcl8.6,,8.6.10+dfsg-1
непонятно,tdb-utils,,1.4.6-alt1
не ПО,TeaCharts,framework,
не ПО,TeaDB,framework,
не ПО,TeaFoundation,framework,
не ПО,TeaSettings,framework,
не ПО,TeaSnappy,framework,1.0
не ПО,TeaSnappy,framework,
не ПО,TeaTemplate,framework,
не ПО,TeaUI,framework,
не ПО,TeaUIKit,framework,
ПО,Telegram,,4.8.10
не ПО,TelephonyUI,framework,
не ПО,TelephonyUIFramework,исполняемый файл Unix,1.0
не ПО,TelephonyUIFramework,исполняемый файл Unix,
не ПО,TelephonyUtilities,framework,
не ПО,TemplateKit,framework,
не ПО,Terminal User Account Updater,пакет,
непонятно,terminal-notifier,,1.7.2
ПО,Terminus,,1.0.135
ПО,Termius,,7.56.4
ПО,Termius,,7.52.1
ПО,Termius,,7.56.1
ПО,Termius,,8.0.2
ПО,Termius,,7.58.3
ПО,Termius,,7.59.5
ПО,Termius,,8.0.0
ПО,Termius,,7.43.3
ПО,Termius,,7.49.0
ПО,Termius,,7.52.0
ПО,Termius,,7.55.2
ПО,Termius,,7.57.0
ПО,Termius,,7.58.6
ПО,Termius,,8.0.1
ПО,Termius,,5.12.0
ПО,Termius,,5.9.2
ПО,Termius,,6.3.0
ПО,Termius,,7.11.1
ПО,Termius,,7.12.0
ПО,Termius,,7.32.1
ПО,Termius,,7.34.1
ПО,Termius,,7.39.0
ПО,Termius,,7.44.0
ПО,Termius,,7.45.3
ПО,Termius,,7.50.1
ПО,Termius,,7.54.3
ПО,Termius,,7.56.0
ПО,Termius,,7.56.3
ПО,Termius,,7.58.4
ПО,Termius,,7.58.5
ПО,Termius,,7.59.2
ПО,Termius,,7.6.0
непонятно,termutils,,6.2.20210123-alt1
непонятно,terraform-provider,,1.6.0
не ПО,TestFlightCore,framework,1.0
не ПО,TestFlightCore,framework,
непонятно,tests-for-installed-python3-pkgs,,0.1.17-alt1
ПО,TeX Live Utility,,1.53
ПО,TeX Live Utility,,1.54
ПО,Texifier,,1.9.19
ПО,texmaker,,5.1.3
ПО,TeXShop,,5.12
ПО,Textadept,,11.3
не ПО,TextComposer,framework,1.0
не ПО,TextComposer,framework,
не ПО,TextInput,framework,
не ПО,TextInput_ar,пакет,
не ПО,TextInput_ars,пакет,
не ПО,Textinput_as,пакет,
не ПО,TextInput_az,пакет,
не ПО,TextInput_be,пакет,
не ПО,Textinput_bg,пакет,
не ПО,TextInput_bn,пакет,
не ПО,TextInput_bo,пакет,
не ПО,TextInput_brx,пакет,
не ПО,TextInput_ca,пакет,
не ПО,TextInput_chr,пакет,
не ПО,TextInput_ckb,пакет,
не ПО,Textinput_cs,пакет,
не ПО,TextInput_cy,пакет,
не ПО,TextInput_da,пакет,
не ПО,TextInput_de,пакет,
не ПО,TextInput_doi,пакет,
не ПО,Textinput_dv,пакет,
не ПО,TextInput_el,пакет,
не ПО,TextInput_emoji,пакет,
не ПО,TextInput_en,пакет,
не ПО,Textinput_es,пакет,
не ПО,TextInput_et,пакет,
не ПО,Textinput_fa,пакет,
не ПО,Textinput_fi,пакет,
не ПО,Textinput_fo,пакет,
не ПО,TextInput_fr,пакет,
не ПО,TextInput_ga,пакет,
не ПО,Textinput_gu,пакет,
не ПО,TextInput_haw,пакет,
не ПО,TextInput_he,пакет,
не ПО,TextInput_hi,пакет,
не ПО,Textinput_hr,пакет,
не ПО,Textinput_hu,пакет,
не ПО,TextInput_hy,пакет,
не ПО,Textinput_id,пакет,
не ПО,TextInput_intl,пакет,
не ПО,Textinput_is,пакет,
не ПО,TextInput_It,пакет,
не ПО,TextInput_Iv,пакет,
не ПО,TextInput_ja,пакет,1.0
не ПО,Textinput_ja,пакет,
не ПО,Textinput_ka,пакет,
не ПО,TextInput_kk,пакет,
не ПО,TextInput_km,пакет,
не ПО,TextInput_kn,пакет,
не ПО,TextInput_ko,пакет,
не ПО,TextInput_kok,пакет,
не ПО,TextInput_ks,пакет,
не ПО,TextInput_ku,пакет,
не ПО,TextInput_ky,пакет,
не ПО,Textinput_lo,пакет,
не ПО,TextInput_mai,пакет,
не ПО,Textinput_mi,пакет,
не ПО,Textinput_mk,пакет,
не ПО,TextInput_ml,пакет,
не ПО,TextInput_mn,пакет,
не ПО,TextInput_mni,пакет,
не ПО,Textinput_mr,пакет,
не ПО,TextInput_ms,пакет,
не ПО,TextInput_mt,пакет,
не ПО,TextInput_mul,пакет,1.0
не ПО,TextInput_mul,пакет,
не ПО,TextInput_my,пакет,
не ПО,TextInput_nb,пакет,
не ПО,TextInput_ne,пакет,
не ПО,TextInput_nl,пакет,
не ПО,TextInput_nn,пакет,1.0
не ПО,TextInput_nn,пакет,
не ПО,TextInput_or,пакет,
не ПО,TextInput_pa,пакет,
не ПО,TextInput_pl,пакет,
не ПО,TextInput_ps,пакет,
не ПО,TextInput_pt,пакет,
не ПО,TextInput_ro,пакет,
не ПО,TextInput_ru,пакет,
не ПО,Textinput_sa,пакет,
не ПО,TextInput_sat,пакет,
не ПО,TextInput_sd,пакет,
не ПО,Textinput_sI,пакет,
не ПО,TextInput_sk,пакет,
не ПО,TextInput_sq,пакет,
не ПО,TextInput_sr,пакет,
не ПО,TextInput_sv,пакет,
не ПО,TextInput_sw,пакет,
не ПО,TextInput_ta,пакет,
не ПО,TextInput_te,пакет,
не ПО,TextInput_tg,пакет,
не ПО,TextInput_th,пакет,
не ПО,TextInput_tk,пакет,
не ПО,TextInput_tl,пакет,
не ПО,TextInput_to,пакет,
не ПО,TextInput_tr,пакет,
не ПО,TextInput_ug,пакет,
не ПО,TextInput_uk,пакет,
не ПО,TextInput_ur,пакет,
не ПО,TextInput_vi,пакет,
не ПО,TextInput_zh,пакет,1.0
не ПО,TextInput_zh,пакет,
не ПО,TextInputChinese,framework,1.0
не ПО,TextInputChinese,framework,
не ПО,TextInputCore,framework,
не ПО,TextInputMenuUI,framework,
не ПО,TextInputSourceUAU,пакет,
не ПО,TextInputTestingKit,framework,1.0
не ПО,TextInputTestingKit,framework,
не ПО,TextInputUI,framework,
не ПО,TextRecognition,framework,
не ПО,TextToSpeech,framework,
не ПО,TextToSpeechBundleSupport,framework,
не ПО,TextToSpeechKonaSupport,framework,1.0
не ПО,TextToSpeechKonaSupport,framework,
не ПО,TextToSpeechMauiSupport,framework,1.0
не ПО,TextToSpeechMauiSupport,framework,
не ПО,TexturelO,framework,
непонятно,tftp-server-xinetd,,5.2-alt3
непонятно,tftpd,,5.2-alt3
не ПО,Thai,языковой файл,1.1
не ПО,Thai - English,языковой файл,1.0
непонятно,thin-provisioning-tools,,0.8.5-4build1
не ПО,ThreadNetwork,framework,1.0
не ПО,ThreadNetwork,framework,
ПО,TickTick,,4.1.10
ПО,TickTick,,4.3.30
не ПО,Tightbeam,framework,1.0
не ПО,Tightbeam,framework,
непонятно,tilix,,1.9.3-4build3
непонятно,tilix-common,,1.9.3-4build3
не ПО,Timeline,framework,1.0
не ПО,Timeline,framework,
не ПО,TimelineUI,framework,1.0
не ПО,TimelineUI,framework,
не ПО,TimelineUI,исполняемый файл Unix,
не ПО,TimeMachine,framework,
не ПО,TimeMachineSettings,расширение программ и систем,1.0
не ПО,TimeMachineSettings,расширение программ и систем,
не ПО,TimeMachineUEAPlugin,модуль,
ПО,Timer,,1.6.0
не ПО,TimerFlowDelegatePlugin,пакет,
не ПО,TimerUIPlugin,пакет,1.0
не ПО,TimerUIPlugin,пакет,
не ПО,TimeSensitiveNetworking,framework,
не ПО,TimeSync,framework,
не ПО,TimeZone,пакет,
непонятно,timgm6mb-soundfont,,1.3-3
ПО,Tincta,,4.2.2
не ПО,TipKit,framework,9.0
не ПО,TipKit,framework,7.0
не ПО,TipKit,framework,
не ПО,TipKit2,framework,7.0
не ПО,TipKit2,framework,
не ПО,Tips,нативное приложение,9.0
не ПО,Tips,нативное приложение,
не ПО,TipsCore,framework,9.0
не ПО,TipsCore,framework,7.0
не ПО,TipsCore,framework,
не ПО,TipsCore2,framework,7.0
не ПО,TipsCore2,framework,
не ПО,TipsDaemon,framework,9.0
не ПО,TipsDaemon,framework,7.0
не ПО,TipsDaemon,framework,
не ПО,TipsUI,framework,9.0
не ПО,TipsUI,framework,665.10
не ПО,TipsUI,framework,663
не ПО,TipsUI,framework,618.10
